tran_dt,tran_tmrg,wd_fc_sn,wd_ac_sn,dps_fc_sn,dps_ac_sn,tran_amt,md_type,fnd_type,ff_sp_ai,WD_NODE,DPS_NODE
2023-03-24,9,149,2000000001033077,132,2000000001674284,19037.0,2,0,,sdv-pii-gw9fj,160-2000000000492312
2023-03-17,21,135,2000000000656679,165,2000000000243692,9121243.0,2,0,,sdv-pii-9w038,135-2000000001764018
2023-03-02,18,160,2000000000845534,133,2000000001526296,41212.0,2,0,,sdv-pii-f6tc1,165-2000000000716285
2023-03-20,12,105,2000000001998680,165,2000000001092980,985099.0,1,0,,sdv-pii-luc65,165-2000000002010710
2023-03-25,15,160,2000000001951566,132,2000000000235510,19670.0,2,0,,sdv-pii-zsrva,153-2000000001607919
2023-03-06,12,158,2000000001386131,153,2000000001315996,133850.0,5,0,,sdv-pii-u9e2g,161-2000000000399224
2023-03-08,9,149,2000000001184988,165,2000000000235178,83474.0,1,0,,sdv-pii-2dilp,136-2000000000073261
2023-03-17,18,133,2000000001017734,153,2000000000223604,901279.0,4,0,,sdv-pii-jxfee,148-2000000001094783
2023-03-12,12,161,2000000001068398,153,2000000001334857,181967.0,3,0,,sdv-pii-cpaxc,153-2000000001356992
2023-03-15,21,154,2000000001470561,132,2000000001093476,178612.0,2,0,,sdv-pii-onv3q,165-2000000001115989
2023-03-23,18,160,2000000000972526,159,2000000000855236,255976.0,2,0,,sdv-pii-353fo,165-2000000000502663
2023-03-06,12,148,2000000001207912,153,2000000000399945,115432.0,4,0,,sdv-pii-d34v1,161-2000000000656821
2023-03-17,6,135,2000000001489044,153,2000000000925156,1.0,4,0,,sdv-pii-f0wbe,161-2000000000454482
2023-03-02,6,117,2000000001051793,135,2000000001772115,1.0,7,0,,sdv-pii-sck5e,161-2000000002089685
2023-03-10,6,136,2000000001161544,159,2000000000659439,108453.0,7,3,,sdv-pii-ww025,160-2000000000634921
2023-03-02,9,148,2000000001476030,136,2000000000295799,205409.0,2,0,,sdv-pii-xfgfj,153-2000000000519712
2023-03-24,12,157,2000000000769124,165,2000000000380506,9212761.0,2,0,,sdv-pii-lh5im,133-2000000000548001
2023-03-03,18,135,2000000000188332,153,2000000001535153,822267.0,4,0,,sdv-pii-bp23n,165-2000000000575865
2023-03-07,0,160,2000000000977935,153,2000000000122332,141459.0,2,0,,sdv-pii-s9y0j,147-2000000001473822
2023-03-17,12,162,2000000001169117,159,2000000001641723,293940.0,2,0,,sdv-pii-wad7p,132-2000000000376252
2023-03-04,6,160,2000000001203012,160,2000000000226450,128626.0,2,0,02,sdv-pii-chk96,134-2000000001869365
2023-03-07,15,165,2000000001382172,160,2000000001565465,147888.0,2,0,,sdv-pii-3dxyc,132-2000000001530504
2023-03-03,6,165,2000000001294261,164,2000000001633724,105528.0,7,0,,sdv-pii-oiyu7,159-2000000001598160
2023-03-09,15,153,2000000000255038,154,2000000000070598,124008.0,2,0,,sdv-pii-yy283,135-2000000000090902
2023-03-07,12,135,2000000001172294,159,2000000001622066,135991.0,7,3,,sdv-pii-ugsv2,159-2000000001690318
2023-03-09,18,135,2000000001980532,135,2000000001083582,88610.0,7,0,,sdv-pii-32t44,159-2000000001585965
2023-03-09,18,135,2000000000650669,160,2000000002077684,88290.0,2,0,,sdv-pii-74m28,136-2000000000183202
2023-03-09,6,153,2000000001940688,165,2000000001840671,1.0,2,0,,sdv-pii-541uy,161-2000000002089685
2023-03-14,18,153,2000000001758041,165,2000000001531273,1671755.0,4,0,,sdv-pii-hpmsx,153-2000000000198804
2023-03-21,15,160,2000000001991641,135,2000000001229858,1.0,2,0,,sdv-pii-6hd3o,160-2000000001081175
2023-03-13,18,157,2000000000065541,153,2000000001336379,63732.0,3,0,,sdv-pii-y6bij,153-2000000001356992
2023-03-13,12,154,2000000001824011,137,2000000000246016,877758.0,2,0,02,sdv-pii-yb4wp,165-2000000001305030
2023-03-03,18,136,2000000001431840,159,2000000001654781,197205.0,2,0,,sdv-pii-wgmay,165-2000000001616000
2023-03-13,6,160,2000000000928736,133,2000000000188140,1.0,2,0,,sdv-pii-zsd9v,161-2000000000570202
2023-03-14,6,161,2000000000677022,132,2000000001631770,164976.0,2,0,,sdv-pii-0kpwr,159-2000000001524249
2023-03-07,15,160,2000000001416538,132,2000000000959868,210716.0,4,0,,sdv-pii-iaj48,165-2000000000998356
2023-03-02,15,165,2000000001516596,153,2000000001496341,126874.0,2,0,,sdv-pii-r339u,160-2000000000400040
2023-03-13,21,135,2000000001913268,159,2000000001647714,2634008.0,2,0,,sdv-pii-mkbly,136-2000000001874481
2023-03-02,3,160,2000000000265012,165,2000000001344166,1.0,4,0,,sdv-pii-moqzy,160-2000000000653077
2023-03-04,21,136,2000000000281345,132,2000000000214222,87208.0,4,0,,sdv-pii-3mmhq,159-2000000000397201
2023-03-10,18,153,2000000001362528,160,2000000000285582,292539.0,4,0,,sdv-pii-j61g0,159-2000000001050998
2023-03-02,6,136,2000000002102307,135,2000000000658079,144572.0,7,3,,sdv-pii-325z2,159-2000000000668650
2023-03-03,3,161,2000000002052498,132,2000000000637519,1058626.0,2,3,,sdv-pii-z0hd5,159-2000000000740775
2023-03-09,18,149,2000000001815236,135,2000000001064474,285135.0,2,0,,sdv-pii-m9phq,135-2000000002069358
2023-03-24,12,160,2000000001193980,165,2000000000934988,136954.0,2,0,,sdv-pii-od8sx,160-2000000000184242
2023-03-10,15,148,2000000001973828,134,2000000001794384,22551.0,4,0,,sdv-pii-otywi,113-2000000000474812
2023-03-16,21,162,2000000001039627,165,2000000000886481,2577891.0,2,0,02,sdv-pii-ess2p,135-2000000001180762
2023-03-20,18,115,2000000001029169,132,2000000001491124,290533.0,2,0,,sdv-pii-4clcm,133-2000000001402836
2023-03-02,18,147,2000000000320547,160,2000000000644890,1678798.0,4,0,,sdv-pii-wzye2,161-2000000002089685
2023-03-08,15,154,2000000001086762,119,2000000000278211,8593395.0,5,0,,sdv-pii-0c4uf,149-2000000000075147
2023-03-08,12,162,2000000001783396,132,2000000000946020,146674.0,2,0,,sdv-pii-vnt5c,136-2000000000188981
2023-03-17,9,160,2000000001952183,137,2000000001419297,113741.0,4,0,,sdv-pii-560rd,148-2000000001318460
2023-03-03,9,136,2000000001785907,160,2000000000472890,34769.0,7,4,,sdv-pii-m76zj,161-2000000000687886
2023-03-24,3,160,2000000000713182,134,2000000001056386,92909.0,2,0,,sdv-pii-unb81,147-2000000000324159
2023-03-02,12,161,2000000001178244,136,2000000000932254,1733.0,2,0,,sdv-pii-jxawr,153-2000000002088300
2023-03-04,15,149,2000000001574360,133,2000000000182897,1044923.0,2,0,,sdv-pii-wo9zu,148-2000000000672769
2023-03-02,9,161,2000000001955544,136,2000000001205632,3809001.0,7,1,,sdv-pii-qsjqz,153-2000000000424386
2023-03-06,12,158,2000000001441067,153,2000000001331905,1.0,3,0,,sdv-pii-dlcz0,153-2000000001356992
2023-03-25,21,157,2000000000649296,133,2000000001814952,89045.0,7,0,,sdv-pii-gxf7b,135-2000000001323501
2023-03-21,9,136,2000000001156125,158,2000000000220080,191676.0,7,3,,sdv-pii-5qbrs,160-2000000000634921
2023-03-02,6,161,2000000002083198,165,2000000001071767,102715.0,2,0,,sdv-pii-gva7t,160-2000000000653077
2023-03-07,15,161,2000000000946244,165,2000000000134989,157893.0,6,0,,sdv-pii-z2c2j,161-2000000002089685
2023-03-02,18,161,2000000001654003,165,2000000001963082,283905.0,7,0,,sdv-pii-86pta,161-2000000000656821
2023-03-20,21,136,2000000001069863,165,2000000000619438,143964.0,4,0,,sdv-pii-1u9ec,160-2000000000634921
2023-03-08,15,147,2000000001200040,133,2000000000239854,163854.0,4,0,,sdv-pii-htmog,133-2000000000067738
2023-03-17,12,136,2000000001668314,133,2000000001358253,1044870.0,5,0,,sdv-pii-2vmus,160-2000000000634921
2023-03-24,12,160,2000000000995531,165,2000000001490822,4535364.0,2,0,,sdv-pii-88790,132-2000000001850932
2023-03-20,12,136,2000000001461440,153,2000000001660222,1.0,4,0,02,sdv-pii-0jj59,167-2000000000963301
2023-03-09,9,135,2000000000180594,153,2000000000518538,1160131.0,7,4,,sdv-pii-qf8bz,165-2000000001532677
2023-03-26,15,136,2000000001470171,161,2000000002067976,123115.0,2,0,,sdv-pii-cpxe4,161-2000000000084003
2023-03-24,6,136,2000000000966245,160,2000000001213464,1.0,7,4,,sdv-pii-z1r01,159-2000000001042525
2023-03-27,9,153,2000000000859574,160,2000000000269974,1012320.0,4,0,SP,sdv-pii-w8mrw,165-2000000000088837
2023-03-10,9,153,2000000001774449,165,2000000000856369,4518100.0,4,0,SP,sdv-pii-d9yr5,133-2000000001200064
2023-03-26,9,159,2000000002035311,165,2000000001279134,154618.0,2,0,,sdv-pii-9chl1,165-2000000000290143
2023-03-14,6,149,2000000001551580,160,2000000001615465,128912.0,4,0,SP,sdv-pii-qqtid,136-2000000001250196
2023-03-14,15,154,2000000000490226,165,2000000000905677,1135653.0,4,0,SP,sdv-pii-lc14j,136-2000000001955184
2023-03-13,12,120,2000000000980476,147,2000000000905079,1.0,4,0,02,sdv-pii-t8xbo,162-2000000000827441
2023-03-02,9,160,2000000001184200,160,2000000000460382,44610.0,7,4,,sdv-pii-2h17l,160-2000000000769295
2023-03-24,21,161,2000000001424160,147,2000000000980410,123677.0,4,0,,sdv-pii-vzzqw,161-2000000001766276
2023-03-17,0,114,2000000001335211,153,2000000001356569,4732486.0,4,0,,sdv-pii-k35k3,153-2000000002088300
2023-03-02,0,161,2000000001466678,153,2000000000558464,182412.0,2,0,,sdv-pii-tjaml,132-2000000000344718
2023-03-03,15,149,2000000000214319,133,2000000000268957,25737.0,4,0,,sdv-pii-mnvpk,159-2000000001225694
2023-03-02,6,160,2000000002083942,165,2000000000996694,1.0,7,0,,sdv-pii-xz88u,165-2000000000107113
2023-03-09,12,135,2000000001289265,134,2000000001940690,255842.0,2,0,,sdv-pii-gxmdt,160-2000000001451033
2023-03-24,18,166,2000000001508161,165,2000000000361002,1.0,4,0,,sdv-pii-v45er,160-2000000001725717
2023-03-17,15,135,2000000000891590,160,2000000000142520,1.0,4,0,,sdv-pii-t9bsi,136-2000000001023147
2023-03-17,12,157,2000000001870662,133,2000000001364158,111719.0,5,0,,sdv-pii-w8e3o,165-2000000000575865
2023-03-09,0,107,2000000001402476,133,2000000001013479,9878746.0,1,0,,sdv-pii-ouvnl,165-2000000000584319
2023-03-14,12,162,2000000001577188,165,2000000001088147,1.0,2,0,,sdv-pii-3vnt1,136-2000000001260719
2023-03-02,12,159,2000000001882317,165,2000000001506393,1.0,7,0,,sdv-pii-61ocv,166-2000000000291490
2023-03-13,18,162,2000000002121249,160,2000000000916125,86681.0,2,0,,sdv-pii-eqrig,165-2000000000584319
2023-03-22,9,160,2000000001822668,165,2000000000705979,12942.0,2,0,01,sdv-pii-89sp9,146-2000000001111203
2023-03-13,21,148,2000000000250098,133,2000000000227069,129856.0,2,0,,sdv-pii-e9rpf,153-2000000001193388
2023-03-02,3,148,2000000000997858,135,2000000000312501,316718.0,4,0,,sdv-pii-6h8is,159-2000000001184004
2023-03-17,15,160,2000000000694756,135,2000000001763963,8591953.0,2,1,02,sdv-pii-b6c6b,153-2000000001917830
2023-03-25,15,154,2000000001432108,153,2000000000190178,209233.0,4,0,SP,sdv-pii-2gqqy,165-2000000001677046
2023-03-02,15,160,2000000000938700,153,2000000001874653,182201.0,2,0,,sdv-pii-ob9fm,153-2000000001356992
2023-03-14,0,147,2000000001419593,165,2000000001323933,97685.0,7,0,,sdv-pii-blb1b,133-2000000001244521
2023-03-09,12,161,2000000001367542,165,2000000001616909,46388.0,2,0,01,sdv-pii-kttic,136-2000000002098125
2023-03-16,6,158,2000000001517078,160,2000000001620092,9550141.0,4,0,,sdv-pii-76ez3,165-2000000001130420
2023-03-13,9,160,2000000002025936,135,2000000001052805,211031.0,2,4,,sdv-pii-vkxxs,136-2000000001913997
2023-03-10,9,160,2000000002108194,135,2000000001155990,67654.0,7,0,,sdv-pii-ofxwf,165-2000000001532677
2023-03-09,3,134,2000000001833733,160,2000000001270226,737061.0,2,4,,sdv-pii-cixn9,159-2000000001598160
2023-03-02,12,136,2000000001142126,160,2000000000660616,127597.0,5,0,,sdv-pii-lajp3,153-2000000000424386
2023-03-02,15,136,2000000000783306,159,2000000001674502,79600.0,5,0,,sdv-pii-l8sme,165-2000000002010299
2023-03-03,18,136,2000000000983365,159,2000000001035739,155234.0,5,3,,sdv-pii-czzgf,160-2000000000634921
2023-03-14,18,148,2000000001110820,158,2000000001363214,97466.0,5,0,,sdv-pii-yuy5c,161-2000000002089685
2023-03-06,18,153,2000000000709159,159,2000000000904417,239759.0,2,0,,sdv-pii-ndzpa,122-2000000001757789
2023-03-14,12,162,2000000001175230,132,2000000001450018,5333425.0,2,0,,sdv-pii-hwndt,153-2000000001882810
2023-03-09,6,160,2000000000320423,160,2000000001633234,162944.0,7,4,,sdv-pii-ln2sy,159-2000000000668650
2023-03-07,15,153,2000000001810593,165,2000000000190469,107101.0,4,0,,sdv-pii-olptg,133-2000000000169491
2023-03-02,12,136,2000000001079323,159,2000000000733920,775641.0,4,0,,sdv-pii-n2psk,166-2000000001144609
2023-03-02,12,165,2000000001881564,159,2000000000263634,359591.0,7,1,,sdv-pii-gytu5,165-2000000001316591
2023-03-03,12,149,2000000000159262,159,2000000000119701,1.0,4,0,,sdv-pii-s3rxn,161-2000000000194166
2023-03-04,18,136,2000000001130172,133,2000000000618468,3603517.0,2,0,,sdv-pii-h3twt,146-2000000000742821
2023-03-08,3,156,2000000000977002,165,2000000000691323,72532.0,7,0,,sdv-pii-ln3r8,160-2000000000634921
2023-03-10,18,135,2000000001154796,165,2000000001384865,125341.0,5,0,,sdv-pii-6hove,153-2000000000424386
2023-03-20,15,153,2000000001838924,160,2000000000187546,199437.0,4,0,,sdv-pii-n1n14,161-2000000000399224
2023-03-09,18,160,2000000000176106,160,2000000001934895,1582443.0,2,0,,sdv-pii-onvea,135-2000000001534668
2023-03-01,0,161,2000000001979310,133,2000000001117302,265212.0,2,0,,sdv-pii-5ybg7,160-2000000000241171
2023-03-13,3,159,2000000000696172,165,2000000001529434,84859.0,7,0,,sdv-pii-8jl10,165-2000000000107113
2023-03-13,12,162,2000000001427868,133,2000000000167661,215601.0,2,0,,sdv-pii-rnlxv,165-2000000001241514
2023-03-18,18,136,2000000000176824,159,2000000000704034,5985.0,4,3,,sdv-pii-sxpgh,161-2000000002089685
2023-03-09,18,113,2000000000913822,135,2000000001016173,202012.0,4,0,,sdv-pii-atp2v,166-2000000001144609
2023-03-08,21,161,2000000000919485,147,2000000000659635,152299.0,2,0,,sdv-pii-51aay,136-2000000001023147
2023-03-02,12,149,2000000001176984,164,2000000000960511,143075.0,4,0,,sdv-pii-pfil2,159-2000000001225694
2023-03-02,9,156,2000000000965003,133,2000000001322347,100819.0,3,0,,sdv-pii-3mpp3,153-2000000001356992
2023-03-01,0,136,2000000001390974,135,2000000001329544,137452.0,7,0,,sdv-pii-fhnbi,153-2000000000424386
2023-03-02,0,148,2000000001325273,132,2000000001176788,197029.0,6,0,,sdv-pii-sklwv,148-2000000000915927
2023-03-14,9,136,2000000001535388,159,2000000000892940,158374.0,7,3,,sdv-pii-2e3pe,160-2000000000634921
2023-03-03,9,154,2000000001880110,135,2000000000843962,144522.0,4,0,SP,sdv-pii-uhy38,159-2000000001768444
2023-03-25,18,107,2000000000722657,133,2000000000908071,1186852.0,1,0,,sdv-pii-91q64,165-2000000002010710
2023-03-15,9,153,2000000000589997,115,2000000000379961,85978.0,4,0,SP,sdv-pii-6a7rc,153-2000000001200302
2023-03-25,18,106,2000000000919097,165,2000000000703523,88887.0,1,0,,sdv-pii-46och,165-2000000000584319
2023-03-14,15,157,2000000001499923,153,2000000001315292,23742.0,3,0,,sdv-pii-drlnx,153-2000000001356992
2023-03-10,9,166,2000000000225004,132,2000000001711935,100446.0,2,0,,sdv-pii-7qhpm,165-2000000001130420
2023-03-25,9,147,2000000001034127,160,2000000000717556,1.0,7,0,,sdv-pii-v2lqi,160-2000000000634921
2023-03-03,9,148,2000000000241892,165,2000000000703104,227170.0,4,0,,sdv-pii-snacb,109-2000000001303907
2023-03-09,12,154,2000000001066477,134,2000000001178390,74643.0,4,0,01,sdv-pii-8lgif,136-2000000000110147
2023-03-25,18,107,2000000002088638,165,2000000000251810,20084769.0,1,0,,sdv-pii-gdxtm,165-2000000000584319
2023-03-24,3,153,2000000001064850,165,2000000001191867,274154.0,7,0,,sdv-pii-pq7ul,147-2000000000324159
2023-03-02,18,133,2000000000287294,160,2000000001661903,244739.0,4,0,,sdv-pii-r8ei3,160-2000000000634921
2023-03-23,15,161,2000000001844963,160,2000000001359529,79879.0,4,0,,sdv-pii-lecrx,136-2000000000110147
2023-03-09,9,148,2000000001990594,136,2000000000894368,1533854.0,2,0,02,sdv-pii-kqlmh,165-2000000002088632
2023-03-03,9,160,2000000001735299,133,2000000001154107,100316.0,2,0,,sdv-pii-4wps4,133-2000000000713580
2023-03-10,18,160,2000000001324136,131,2000000001067965,718704.0,2,0,,sdv-pii-vep7o,153-2000000000833047
2023-03-03,12,154,2000000001689422,160,2000000000212496,229581.0,2,0,,sdv-pii-5qbt6,135-2000000001586804
2023-03-02,6,154,2000000000783789,136,2000000000658017,3691451.0,2,0,,sdv-pii-tnxfz,122-2000000001640794
2023-03-08,3,136,2000000001528210,159,2000000000524820,1.0,7,3,,sdv-pii-mbsm2,165-2000000001532677
2023-03-24,6,149,2000000000590434,165,2000000001098483,9665945.0,4,0,02,sdv-pii-x3bek,166-2000000000095133
2023-03-12,6,148,2000000001587574,160,2000000001830370,62968.0,6,0,,sdv-pii-vo81e,161-2000000000656821
2023-03-09,3,160,2000000000382766,166,2000000001554524,76110.0,2,0,,sdv-pii-sz8zm,135-2000000000528696
2023-03-24,9,149,2000000000589299,166,2000000001627745,88367.0,4,0,02,sdv-pii-a1z7j,133-2000000000869259
2023-03-24,9,159,2000000001913282,135,2000000001304980,268910.0,2,0,,sdv-pii-ay13n,133-2000000000968710
2023-03-25,18,105,2000000001924252,165,2000000001665734,8969783.0,1,0,,sdv-pii-x3ag0,136-2000000000589579
2023-03-09,9,149,2000000001846406,165,2000000001713615,9734616.0,2,0,01,sdv-pii-ix9lg,133-2000000001546003
2023-03-18,15,153,2000000001749020,133,2000000001590990,119409.0,4,0,SP,sdv-pii-5676b,136-2000000000110147
2023-03-11,9,153,2000000000867283,132,2000000000169150,2899257.0,4,0,SP,sdv-pii-ga86c,165-2000000001241514
2023-03-03,12,134,2000000000833493,133,2000000000205654,278652.0,2,0,,sdv-pii-c6xuy,161-2000000001572646
2023-03-02,12,135,2000000000990009,153,2000000000177662,74138.0,3,0,,sdv-pii-zexyx,165-2000000001532677
2023-03-22,6,136,2000000002062766,159,2000000001636883,126718.0,7,0,,sdv-pii-hwfws,160-2000000001096641
2023-03-10,9,136,2000000001984007,159,2000000000156212,8270597.0,4,4,SP,sdv-pii-skz7d,133-2000000001746585
2023-03-16,9,153,2000000001432635,165,2000000001566664,86263.0,7,0,,sdv-pii-gzbm0,160-2000000001725717
2023-03-22,9,160,2000000001414751,133,2000000001933281,148103.0,7,4,,sdv-pii-n75gr,159-2000000000668650
2023-03-08,18,161,2000000001658073,160,2000000000232636,181995.0,4,0,,sdv-pii-y4bi6,133-2000000001893644
2023-03-01,12,149,2000000001120936,134,2000000001876289,48707.0,5,0,,sdv-pii-4hntf,133-2000000000496355
2023-03-10,9,148,2000000001780827,159,2000000001633653,1.0,4,0,,sdv-pii-jcok4,153-2000000000424386
2023-03-14,21,117,2000000001220503,133,2000000001686306,59446.0,2,0,,sdv-pii-6osjz,135-2000000000346740
2023-03-23,18,161,2000000001378171,131,2000000001012774,104033.0,2,0,,sdv-pii-7oy8l,153-2000000001852801
2023-03-10,0,161,2000000000604680,160,2000000000222622,230157.0,2,0,,sdv-pii-c2nuz,165-2000000000780397
2023-03-03,3,136,2000000000310213,165,2000000001172418,109737.0,4,0,,sdv-pii-eg6oj,160-2000000000634921
2023-03-07,9,160,2000000000245653,160,2000000001675816,42663.0,2,0,,sdv-pii-ahvbl,133-2000000001656287
2023-03-22,9,161,2000000001979539,135,2000000001549633,84626.0,7,1,,sdv-pii-piplg,136-2000000001059951
2023-03-13,18,160,2000000000199280,134,2000000001020738,5461325.0,2,0,,sdv-pii-d1m4o,165-2000000000299480
2023-03-12,21,137,2000000000266483,165,2000000001634070,1.0,6,0,,sdv-pii-mz8yn,148-2000000000699715
2023-03-09,12,150,2000000000180700,165,2000000000944547,6726.0,2,0,,sdv-pii-d419k,160-2000000000634921
2023-03-14,12,136,2000000001385659,160,2000000001317773,32116.0,3,0,,sdv-pii-gixw0,153-2000000001356992
2023-03-06,12,157,2000000000188323,153,2000000001354198,3802347.0,3,0,,sdv-pii-2esv4,153-2000000001356992
2023-03-14,12,153,2000000001461682,165,2000000000956043,3989170.0,4,0,,sdv-pii-nzrbh,161-2000000000399224
2023-03-06,9,119,2000000001972912,160,2000000002034514,9655234.0,4,0,,sdv-pii-q0zvv,148-2000000000405208
2023-03-03,12,136,2000000001708988,159,2000000000872843,41091.0,4,0,,sdv-pii-huiew,153-2000000001356992
2023-03-14,9,165,2000000001427009,160,2000000001106824,252781.0,7,4,,sdv-pii-rtpxf,148-2000000000777281
2023-03-24,9,165,2000000001756509,159,2000000000187121,164856.0,4,0,,sdv-pii-cztau,165-2000000000998356
2023-03-03,18,153,2000000001043945,159,2000000001692638,104220.0,2,0,,sdv-pii-gqa5d,165-2000000000107113
2023-03-13,9,117,2000000000905502,133,2000000001173545,1.0,2,0,01,sdv-pii-pz1xi,133-2000000001686732
2023-03-24,18,158,2000000000144521,132,2000000001361612,216872.0,5,0,,sdv-pii-idqox,159-2000000000699987
2023-03-24,15,153,2000000000202957,135,2000000000193153,3204707.0,4,0,,sdv-pii-x8vhi,161-2000000000399224
2023-03-16,21,160,2000000001026890,165,2000000001499422,8106852.0,2,0,,sdv-pii-921to,133-2000000001722017
2023-03-03,6,135,2000000001101217,135,2000000001554780,103035.0,7,0,,sdv-pii-2a05d,165-2000000001130420
2023-03-09,9,159,2000000001091852,132,2000000001347218,498735.0,2,0,,sdv-pii-63q8f,153-2000000000198804
2023-03-06,15,153,2000000001526315,153,2000000001383277,45844.0,4,0,,sdv-pii-l5ttp,153-2000000001356992
2023-03-03,21,148,2000000001904989,133,2000000001148330,9693873.0,2,0,,sdv-pii-tkf0t,165-2000000000316158
2023-03-27,9,136,2000000001438766,159,2000000000703064,163026.0,7,3,,sdv-pii-uft9n,159-2000000001690318
2023-03-11,18,154,2000000001013381,132,2000000000987417,337384.0,2,0,,sdv-pii-2sf2f,161-2000000000386718
2023-03-14,9,165,2000000002006528,160,2000000001228395,95905.0,2,0,,sdv-pii-y1nsg,165-2000000000192562
2023-03-04,12,135,2000000001195431,133,2000000000182509,57419.0,4,0,,sdv-pii-4l5jk,153-2000000000198804
2023-03-02,9,136,2000000000264535,165,2000000001137816,1.0,6,0,,sdv-pii-uj6bp,135-2000000000636388
2023-03-25,12,136,2000000002111358,164,2000000000123210,94007.0,7,0,,sdv-pii-lq5wr,159-2000000001559530
2023-03-02,21,153,2000000001375577,160,2000000000204747,19039239.0,4,0,SP,sdv-pii-6rpme,160-2000000000105834
2023-03-16,15,148,2000000001369122,135,2000000000306052,1.0,2,0,,sdv-pii-r889f,161-2000000001958237
2023-03-24,9,160,2000000001403481,159,2000000001070396,34657.0,2,0,,sdv-pii-60qob,153-2000000001852801
2023-03-07,9,135,2000000001420526,153,2000000001349396,106573.0,3,0,,sdv-pii-08ve5,153-2000000001643116
2023-03-03,12,134,2000000000237442,133,2000000001704663,145155.0,4,0,,sdv-pii-ngo8f,159-2000000001337009
2023-03-13,12,148,2000000001485922,134,2000000001696294,192706.0,4,0,,sdv-pii-zowf7,123-2000000000727454
2023-03-10,12,161,2000000000905793,158,2000000000844063,154357.0,2,0,,sdv-pii-fp8nk,165-2000000001115989
2023-03-01,18,160,2000000001395360,135,2000000000112396,4344208.0,2,0,,sdv-pii-huvkf,165-2000000000305332
2023-03-16,6,137,2000000001217328,159,2000000001234241,108255.0,7,3,,sdv-pii-r01jm,159-2000000001690318
2023-03-18,18,153,2000000000106827,136,2000000001131532,78448.0,4,0,SP,sdv-pii-hxgth,154-2000000001688692
2023-03-24,9,148,2000000000621646,166,2000000001625645,198089.0,4,0,,sdv-pii-xopw2,136-2000000000843382
2023-03-03,15,160,2000000000887529,160,2000000001020108,695684.0,5,0,,sdv-pii-pmyyx,149-2000000000075147
2023-03-23,12,166,2000000002036405,159,2000000001040650,19890081.0,2,1,,sdv-pii-s2ndh,135-2000000001877916
2023-03-27,21,149,2000000001269438,133,2000000000307331,91409.0,4,0,,sdv-pii-cxt8b,135-2000000000954048
2023-03-24,15,136,2000000001167274,160,2000000001915184,82256.0,5,0,,sdv-pii-3vf1r,133-2000000001722017
2023-03-02,6,161,2000000000918181,136,2000000001541705,8721835.0,2,0,02,sdv-pii-t55yq,165-2000000001305030
2023-03-10,12,158,2000000001158864,153,2000000001318668,112872.0,5,0,,sdv-pii-1nqjj,165-2000000001532677
2023-03-10,6,135,2000000001141426,153,2000000000599209,43784.0,4,0,,sdv-pii-btlkp,159-2000000001598160
2023-03-24,6,160,2000000002081496,134,2000000001051966,1.0,7,0,,sdv-pii-9tak4,165-2000000000998356
2023-03-26,9,154,2000000000166058,160,2000000000158296,1592603.0,4,0,SP,sdv-pii-4j2pb,159-2000000001042525
2023-03-10,12,132,2000000000979655,133,2000000000050508,76618.0,4,0,,sdv-pii-aw780,159-2000000001735757
2023-03-03,3,135,2000000001179102,160,2000000000196378,243338.0,5,0,,sdv-pii-w6qo7,165-2000000000107113
2023-03-16,18,158,2000000001510769,165,2000000000157360,215734.0,5,0,,sdv-pii-80311,161-2000000001958237
2023-03-13,12,148,2000000000850214,165,2000000001549971,90428.0,6,0,,sdv-pii-afr9x,133-2000000000713580
2023-03-14,3,148,2000000001323935,132,2000000000215587,122493.0,2,0,,sdv-pii-m13ph,153-2000000001356992
2023-03-25,18,135,2000000001187104,159,2000000000589302,1.0,4,0,,sdv-pii-3txo9,165-2000000001130420
2023-03-07,9,153,2000000000437514,133,2000000001463347,1.0,6,0,,sdv-pii-7zvxz,165-2000000000495044
2023-03-24,9,135,2000000000185294,160,2000000000941770,153635.0,7,4,,sdv-pii-oau0r,136-2000000001568459
2023-03-02,15,158,2000000001442050,153,2000000001319848,196234.0,3,0,,sdv-pii-c53wt,136-2000000001404786
2023-03-13,12,154,2000000001374614,133,2000000000672182,1426425.0,2,0,01,sdv-pii-5py2f,159-2000000000462318
2023-03-24,12,149,2000000001588425,134,2000000000580842,29110.0,2,0,,sdv-pii-ibn0j,154-2000000001688692
2023-03-10,0,166,2000000001905707,165,2000000000153024,726100.0,2,0,,sdv-pii-lv3gh,165-2000000000575865
2023-03-10,18,148,2000000001749704,132,2000000000309625,436421.0,4,0,,sdv-pii-l8xjl,136-2000000001313136
2023-03-09,15,160,2000000000734218,132,2000000001125976,1.0,2,0,,sdv-pii-8mv3s,136-2000000001874481
2023-03-09,3,136,2000000001142976,159,2000000001384529,1.0,7,3,,sdv-pii-lo5n6,159-2000000001690318
2023-03-03,12,148,2000000000233648,135,2000000000122698,32271.0,7,0,,sdv-pii-br6iu,154-2000000001766311
2023-03-24,9,160,2000000001534895,136,2000000001216561,83218.0,2,1,,sdv-pii-7eguf,153-2000000000519712
2023-03-07,9,133,2000000000222724,133,2000000001020985,283837.0,4,0,SP,sdv-pii-xeszp,160-2000000001721618
2023-03-07,9,148,2000000000154769,160,2000000001216686,162135.0,2,3,,sdv-pii-t5nkl,136-2000000000500424
